class_name,question,id
SUBSCRIPTION,I am trying to receive your corporate newsletter,17869
SUBSCRIPTION,i have to receive the corporate newsletter could ya help me,17808
INVOICE,I want assistance locating the invoices from {{Person Name}},4698
REFUND,i expect an refund of {{Refund Amount}} dollars was it processed,26544
INVOICE,need assistance finding the bills from {{Person Name}},4473
SHIPPING,I have a trouble trying to change my delivery address,2130
PAYMENT,I want assistance solving a trouble with payments,18076
PAYMENT,help to solve an error withonline payments,18153
PAYMENT,seeing accepted payment modalities,5536
ACCOUNT,how could I notify of errors with a sign-up?,21169
CANCEL,can you show me the withdrawal charge?,3561
INVOICE,I want help giving a quick look at invoice #85632,4470
CANCEL,help to see the withdrawal fee,2991
DELIVERY,do ya ship to {{Delivery Country}},12040
INVOICE,I don't know how I can download the bills from {{Person Name}},15076
SUBSCRIPTION,I need help to subscribe to your newsletter,17359
FEEDBACK,i do not know what to do to lodge a customer reclamation,7828
REFUND,i cant see the compensation status,26297
ORDER,how can i purchase some of ur product,19025
DELIVERY,assistance to see how soon can I expect my shipment,13246
DELIVERY,I want to know more about shipping periods,13746
ORDER,where do i check the status of order {{Order Number}},25130
INVOICE,can i get the bill #12588,15442
DELIVERY,I try to see what shipment options are available,12321
REFUND,I am waiting for a restitution of {{Refund Amount}} dollars,26311
FEEDBACK,i dont know what to do to write a comment about a product,22639
INVOICE,chck bill from {{Person Name}},4172
ORDER,where to see the ETA of the purchase {{Order Number}}?,25132
CONTACT,I try to see at what time customer support available is,8126
REFUND,"I paid {{Currency Symbol}}{{Refund Amount}} for this item, help me receiving a compensation",16122
INVOICE,want help getting my invoice #85632,15664
DELIVERY,I am trying to see when my package is going to arrive,13523
REFUND,how to check if there is anything wrong with my rebate?,26290
CANCEL,I am trying to check the fucking early exit charge,3445
PAYMENT,i canr pay can ya help me report issues with online payment,18559
INVOICE,i need help to look for the bill #12588,3983
SUBSCRIPTION,help me see the status of my subscription to your newsletter,17201
SHIPPING,why I cannot submit the delivery address valid,23160
CANCEL,help me to check the withdrawal penalties,3421
ACCOUNT,"I never make use of the gold account, help me deleting it",11482
SUBSCRIPTION,information about signing up to your company newsletter,17488
CANCEL,I need help to see the early exit penalties,2998
SHIPPING,I'm trying to correct my shipping address,2632
CANCEL,where can I see the withdrawal fees?,3787
INVOICE,help looking for the bill #00108,4338
CANCEL,i have got to check the cvancellation penalty how to do it,3416
ORDER,showing me estimated time of arrival of purchase {{Order Number}},24916
CANCEL,i have got to check the early exit fee can uhelp me,3379
SUBSCRIPTION,"I have got to subscribe to the newsletter, I need assistance",17583
FEEDBACK,i dont know what to do to submit feedback for a service,22201
CANCEL,"I nede to see the early exit fees, how can I do it?",3682
SHIPPING,I do not know what to do to modify my shipping address,2094
PAYMENT,i need assistance to notify of troubles with payment,18369
SHIPPING,can you help me to set up a different delivery address?,23213
SUBSCRIPTION,I don't know what I have to do to sign up to your newsletter,17063
PAYMENT,can you help me check your allowed payment modalities?,5710
SUBSCRIPTION,need help cancelling my subscription to ur newsletter,17655
CANCEL,I try to see the termination fee,3056
ACCOUNT,can you help me switching to the pro account?,24047
PAYMENT,can ya help me see the accepted payment modalities,5452
CONTACT,"you aren't helpful at all, help me speaking to a person",9389
PAYMENT,I'm trying to list ur payment methods,5750
FEEDBACK,can you help me making a claim against your organization?,7857
DELIVERY,do uship to {{Delivery City}},12475
DELIVERY,can you show me how long it takes for the article to arrive?,13771
REFUND,i have gotto check ur damn refund policy help me,6208
DELIVERY,can I place an order from {{Delivery City}}?,12457
CONTACT,I try to see at what time I can reach customer support,8818
INVOICE,i want assistance getting the bill #37777,15179
CANCEL,I don't know how I could see the cancellation fees,3572
DELIVERY,do you deliver to {{Delivery City}}?,12338
ACCOUNT,i have problems with a forgotten password,20606
INVOICE,"I want to locate the invoice #85632, I need assistance",4445
INVOICE,can uhelp me get my damn bill from {{Person Name}},14974
PAYMENT,i cannot make payments help to report an error,18376
SHIPPING,"my shipping address is invalid, I need help",23627
DELIVERY,do you deliver to {{Delivery City}} ?,12646
CONTACT,can I contactcustomer assistance?,8367
SHIPPING,I need to modify my delivery address,2881
REFUND,how do I get compensations?,16814
ACCOUNT,I need assistance changing to the {{Account Category}} account,24515
DELIVERY,can you show me how soon can I expect the shipment?,13349
ACCOUNT,i dont know what to do to inform of a bloody signup problem,21206
CONTACT,i dont know what i have to do to speak to an operator,9850
CONTACT,I have to check what hours I can reach customer assistance,8170
DELIVERY,will you show me what shipping methods are available?,11954
ORDER,i try to see the statuis of purchase {{Order Number}},25871
ORDER,assistance to cancel purchased {{Order Number}},576
INVOICE,can you help me to locate the invoice from {{Person Name}}?,4823
CONTACT,see at what time I can get in touch with customer support,8594
CANCEL,is it possible to see the early exit fees?,3007
CANCEL,I want assistance to see the cancellation penalties,3755
ACCOUNT,Iam looking for information about opening a {{Account Category}} account,9963
SHIPPING,there is an error setting the new delivery address up,23463
SHIPPING,there are issues trying to edit the shipping address,2293
ORDER,how to add an article to purchase {{Order Number}}?,1650
CANCEL,"I have to check the withdrawal fee, can you help me?",3904
ACCOUNT,i have to use the {{Account Category}} account,23955
SUBSCRIPTION,i have glt to receive the newsletter help me,17002
ORDER,purchase {{Order Number}} status,25054
REFUND,I want to check your reimbursement policy,6907
FEEDBACK,I want assistance to make a customer reclamation,7230
REFUND,i expect a reimbursxement of {{Currency Symbol}}{{Refund Amount}},25987
FEEDBACK,I need help to make a claim,7658
DELIVERY,"I have to see the methods for shipping, I need help",12175
SHIPPING,i have problems changing my shipping addresw,2689
CANCEL,i need assistance seeing the termination fees,3788
DELIVERY,I want assistance seeing the methods for shipment,12142
DELIVERY,I need assistance seeing how soon can I expect the package,13374
SHIPPING,howq can i set up the secondary delivery address,23527
PAYMENT,help to notify of a payment issue,18830
ORDER,I do not know what to do to earn some items,18964
CANCEL,i want help to see the termination charges,3583
CONTACT,"I have to talk to an assistant, help me",9384
SHIPPING,problem submitting the shipping address,23301
ACCOUNT,open {{Account Category}} account for wife,10466
CONTACT,what do I have to do to contact a person?,9679
SUBSCRIPTION,I try to see the status of my newsletter subscription,17694
REFUND,i try to see how long reimbursements take,6423
REFUND,I expect a restitution of {{Refund Amount}} dollars,26269
REFUND,want help receiving compensations,16187
DELIVERY,how do i check what delivery methods are available,12797
SUBSCRIPTION,where could I receive the fucking company newsletter?,17409
ORDER,I want help to order an article,19254
SUBSCRIPTION,help me to unsubscribe to your newsletter,17489
PAYMENT,how to inform of a payment error?,18012
SHIPPING,i have a trouble entering a secondary shipping address,23533
FEEDBACK,want help to make an claim against ur organization,7507
CONTACT,I ned to speak to customer service,8038
ORDER,what do I need to do to track order {{Order Number}}?,25052
PAYMENT,assistance to check what payment methods you accept,5130
PAYMENT,need assistance seeing ur accepted payment methods,4988
DELIVERY,i need assistance to see when will my product arrive,13759
ORDER,would you give me information about cancelling orders?,166
ACCOUNT,help using the {{Account Type}} profile,24059
FEEDBACK,file consumer reclamation against ur company,7495
ACCOUNT,correcting info on premium account,14794
REFUND,rebate  {{Currency Symbol}}{{Refund Amount}},16772
CANCEL,I have to see the early exit fee,3410
CANCEL,assistance checking the early exit fee,3703
CONTACT,what is the bloody customer service phone number?,8671
SHIPPING,is it possible to set a different shipping address up?,23400
DELIVERY,help to see when my purchase is going to arrive,13023
SUBSCRIPTION,where do I sign up to your newsletter?,17775
ORDER,i dont want purchase {{Order Number}} could i cancel it,321
DELIVERY,i want assistance seeing howlong the shipment takes,13467
PAYMENT,could you help me to report an error with online payment?,17970
SUBSCRIPTION,I do not know how to sign up to the corporate newsletter,17618
CANCEL,is it possible to check the termination charge?,3832
DELIVERY,where to see what delivery options uoffer,12247
SUBSCRIPTION,I can't see the status of my subscription to your newsletter,16918
REFUND,could I see in what cases can I ask for a refund?,5962
SUBSCRIPTION,can uhelp me to unsubscribe to ur corporate newsetter,17247
DELIVERY,i want help to see when will my packag arrive,13886
SHIPPING,"I have to enter my new delivery address, could you help m?",23235
ORDER,add something to order {{Order Number}},1071
REFUND,i dont know how to check the current status of my rebate,26215
ACCOUNT,I'm trying to find information about my pin recovery,20232
REFUND,i dont know how to receive a refund of my money,16761
SUBSCRIPTION,I have to sign up to your corporate newsletter,17486
ACCOUNT,I need information about the deletion of my {{Account Type}} account,11107
DELIVERY,can you help me to check how soon can I expect my item?,13572
INVOICE,I call to download my bill from {{Person Name}},15351
PAYMENT,need assistance solving problems with payment,18758
PAYMENT,can ya help me to see ur allowed payment methods,5345
FEEDBACK,I try to submit some feedback about your company,22841
CANCEL,checking early exit fee,3842
INVOICE,i lost my invoices from {{Person Name}} could ufind it for me,4500
ACCOUNT,i no lomger need my damn gold account can uhelp me delete it,11815
ORDER,when will purchase {{Order Number}} arrive,25116
PAYMENT,I want help notifying of an error with online payment,18711
INVOICE,I'm trying to get th fucking invoices from {{Person Name}},15505
REFUND,when am i ovtaining my money back,16797
CANCEL,I need help seeing the early termination fees,3301
DELIVERY,show the available methods for shipment,12748
CONTACT,i do not kniw what i need to do to speak with a human agent,9899
ACCOUNT,I have got to modify my personal info,14877
REFUND,"I have paid {{Currency Symbol}}{{Refund Amount}} for this item, help me to obtain a rebate",16880
SHIPPING,i have put the old address by mistkae help me modifying it,2051
PAYMENT,see your available payment options,5502
DELIVERY,shipmetns to {{Delivery City}},12431
REFUND,how do I check if there are any updates on my rebate?,26058
FEEDBACK,i need help to leave some feedback about ur services,22308
PAYMENT,wantr help to solve issues with payment,18128
ACCOUNT,is it possible to inform of an error with registrations,21551
PAYMENT,i need help reporting problems with online payment,18824
DELIVERY,I don't know how to check the goddamn shipment methods,12584
CONTACT,I want to see at what time I can contact customer assistance,8699
SHIPPING,I have an error editing the delivery address,2065
PAYMENT,list your accepted payment options,5286
PAYMENT,I don't know what I need to do to report a payment problem,18274
CONTACT,i want  assistance speaking with an assistant,9844
SHIPPING,issue changing shipping address,2207
ORDER,I'm trying to check the eta of purchase {{Order Number}},25547
ACCOUNT,I want assistance to retrieve my access key,20342
SUBSCRIPTION,how can I cancel my subscription to your neswletter?,17266
SHIPPING,"I have got to submit the secondary shipping address, help me",23613
INVOICE,I do not know what to do to look for the bill #00108,3947
FEEDBACK,want helpmaking a consumer reclamation against ur company,7908
PAYMENT,how to inform of a problem with online payments?,18176
FEEDBACK,I don't know how I could file a reclamation,7746
CANCEL,"I have got to see the cancellation charge, can you help me?",3540
ACCOUNT,I need assistance to open a {{Account Type}} account for my dad,10448
DELIVERY,I need help seeing what shipment methods are there,12507
FEEDBACK,I have to make a claim against your organization,7184
FEEDBACK,I need assistance to submit my feedback about your products,22297
ACCOUNT,i do not know what to do to reset my access key,20615
SUBSCRIPTION,can I cancel my corporate newsletter subscription?,16949
INVOICE,I want help taking a quick look at bill #85632,4356
CONTACT,how can I see what hours I cn contact customer support?,8393
CANCEL,help me check the cancellation charge,3823
SUBSCRIPTION,i do not know how to unsubscribe to ur corporate newslegter,17634
CONTACT,i dont know what i have to do to talk to an assistant,9573
DELIVERY,can you help me seeing when my article is going to arrive?,13021
PAYMENT,I need assistance to check what payment options you accept,5129
FEEDBACK,i do not know how to file a customer complaint,7671
SHIPPING,where to edit my delivery address?,2625
FEEDBACK,help me to file a customer claim against your business,7763
SHIPPING,there are problems trying to edit my address,2284
REFUND,how can I ask for a compensation of money?,16320
SUBSCRIPTION,help me  subscribe to your newsletter,17471
FEEDBACK,i do not know what to do to leave an opinion for a product,22813
SHIPPING,where can I change the delivery address?,2556
FEEDBACK,assistance to file a claim,7325
ACCOUNT,can I open a gold account?,10713
CONTACT,i do not know what to do to talk with an operator,9084
CONTACT,"I need to speak to customer assistance, how can I do it?",8025
REFUND,"I am waiting for a refund of {{Currency Symbol}}{{Refund Amount}}, has it been porocessed?",26282
CANCEL,I do not know what I need to do to see the early exit charge,3655
ORDER,how can I cancel purchase {{Order Number}}?,568
ORDER,can uhelp me cancelling purchase {{Order Number}},812
SUBSCRIPTION,I need help canceling my subscription to the newsletter,16950
DELIVERY,how can i get information about the options for delivery,11961
INVOICE,I don't know what I need to do to look forthe invoice #12588,4663
FEEDBACK,I do not know what I have to do to submit bloody feedback,22118
ACCOUNT,open another {{Account Type}} account for mum,10723
ORDER,want assistance to remove some items from order {{Order Number}},1022
ORDER,wanna modify purchase {{Order Number}},1491
DELIVERY,where doi check how soon can i expect my order,13674
ORDER,help me checking the status of purchase {{Order Number}},25186
INVOICE,need hepl looking for my invoices from {{Person Name}},4312
DELIVERY,can i order frlm {{Delivery City}},12729
INVOICE,I need help to find my invoice #12588,4517
FEEDBACK,lodging claim,7296
PAYMENT,how do i check what goddamn payment methods are lalowed,5300
FEEDBACK,I want help to leave some feedback for a product,22561
ORDER,check status of order,25197
CANCEL,"I can't find the early exit penalty, will you help me?",3754
ACCOUNT,i want a {{Account Category}} account for my dad,10237
ORDER,chnaging order {{Order Number}},1497
DELIVERY,how can I see how long the shipping takes?,13140
SHIPPING,i have sisues setting up my secondary shipping address,23692
DELIVERY,do you deliver to {{Delivery City}}?,12786
ACCOUNT,where can i fiond information about a pro account removal,11096
DELIVERY,I'm calling to check whenb will my item arrive,13640
PAYMENT,I need assistance listing the available payment methods,5805
PAYMENT,"I can't pay, how do I inform of payment errors?",18425
SUBSCRIPTION,I need to subscribe to the company newsletter,17879
DELIVERY,I am trying to check how soon can I expect the damn shipment,13221
SHIPPING,I have a trouble changing my delivery address,2232
CONTACT,I want to talk with customer support,7979
FEEDBACK,I call to lodge a consumer reclamation against your company,7498
DELIVERY,i need assistance checking how soon can i expect my product,13173
ORDER,need  to check the eta of the purchase {{Order Number}} help me,25126
DELIVERY,"I have to check when will my package arrive, I need help",13190
DELIVERY,I do not know how I can see what shipment methods you offer,12014
ORDER,camceling order {{Order Number}},567
CANCEL,can you shlw me the termination charges?,3126
SHIPPING,can you tell me more about changing the address?,2064
SUBSCRIPTION,I want help receoving the newsletter,17635
ORDER,where can i acquire an few of ur article,19093
PAYMENT,checking allowed payment options,5822
FEEDBACK,is it possible to leave feedback about ur products,21992
ORDER,"I would like to acquire something, how to do it?",19267
ORDER,need assistance acquiring an item,19770
INVOICE,need to give a quick look at invoice #37777 how to do it,4262
INVOICE,I do not know how to give a quick look at my bill #00108,3988
DELIVERY,I need assistance to check when will my package arrive,13528
ORDER,where do I cancel purchase {{Order Number}}?,432
ORDER,could uhelp me switch  some articles of order {{Order Number}},1662
SUBSCRIPTION,can I receive the company newsletter?,17557
REFUND,"I paid {{Currency Symbol}}{{Refund Amount}} for this purchase, how can I get a rebate?",16152
ACCOUNT,i do not know what to do to create a gold account,10725
SHIPPING,supports trying to modify theaddress,2246
SUBSCRIPTION,how to unsubsribe to the corporate newsletter,17130
SHIPPING,i need help entering another delivery address,23492
FEEDBACK,can I send some feedback for a service?,22083
PAYMENT,I don't know how to inform of a trouble with payment,18065
INVOICE,where can I check the bill #85632?,4452
REFUND,i dont know how to see ur goddamn money back guarantee,6412
DELIVERY,how could I see how soon can I expect my order?,13830
INVOICE,send me my invoice from {{Person Name}},15654
CANCEL,i cannot find the cancellation fees,3586
ACCOUNT,assistance using the freemium profile,24635
DELIVERY,help seeing when will my purchase arrive,13333
ORDER,i have problems with canceling order {{Order Number}},196
DELIVERY,can I check when will my purchase arrive?,13223
REFUND,i need help to receive fucking compensations,16576
REFUND,help me  to check in what cases can i ask to be refunded,6380
ORDER,"I have got to order some items, can you help me?",19659
CONTACT,I need assistance contacting somebody,8989
DELIVERY,do you ship to {{Delivery City}}?,11975
SUBSCRIPTION,how can I sign up to your corporate nnewsletter?,17005
SHIPPING,can you help me submitting a delivery address?,23316
INVOICE,i do not know what i have to do to see bill #85632,4703
SHIPPING,need assistance trying to change the address,2448
ACCOUNT,"I would like to close my standard account, can you help me?",11398
CONTACT,I don't know what to doto speak to someone,9808
FEEDBACK,i want assistancesubmitting my feedback for a product,21918
FEEDBACK,I'm  calling to make a claim against ur company,6963
FEEDBACK,I need assistance leaving a review about a service,22819
FEEDBACK,can uhelp me lodge a customer complaint,7721
SUBSCRIPTION,I have got to subscribe to the fucking newsletter,17835
SHIPPING,can you help me setting up the new shipping address?,23639
REFUND,i dont know what to do to obtain my money back,16750
SUBSCRIPTION,I want assistance to sign up to the company newsletter,17767
SUBSCRIPTION,wanna know about cancelling the newsletter subscription,16920
ORDER,I need assistancde cancelling order {{Order Number}},70
SHIPPING,I can't update my address,2183
SHIPPING,problem setting up a secondary delivery address,23231
ORDER,can ya help me change a product of purchase {{Order Number}},1978
FEEDBACK,where can I lodge a customer reclamation?,7347
CANCEL,want assistance to check the early exit fee,3331
CANCEL,i do not know how i can see the cancellation charge,3329
CANCEL,I need assistance to check the early exit penalty,3474
DELIVERY,do you ship to {{Delivery City}}?,12029
REFUND,i try to see ur reimbursement policy,5980
SHIPPING,"I need to set a damn shipping address up, will you help me?",23011
FEEDBACK,i need assistance to leave a review about ur company,22158
SHIPPING,i have anissue modifying my address,2228
REFUND,help me  to see in what situations can I ask for a refund,5984
DELIVERY,I need assistance checking how soon can I expect my delivery,13353
DELIVERY,I have to see when will my article arrive,13760
PAYMENT,I have to check your payment modalities,5053
PAYMENT,"the payment failed, where do I notify of errors?",18879
SUBSCRIPTION,I need help to cancel my newsletter subscription,17787
INVOICE,assistance seeing my invoice #12588,4692
PAYMENT,see what payment methods are available,5725
REFUND,I do not know what I need to do to check your refund policy,6844
SUBSCRIPTION,asxsistance receiving your newsletter,17105
REFUND,assistance to receive a compensation,16640
INVOICE,"I want to get my invoice from {{Person Name}}, I need help",15854
REFUND,I need to see in what situations can I ask to be refunded,6377
CONTACT,can you show me at what time I can contact customer service?,8497
SUBSCRIPTION,information about cancel the sbscription to the newsletter,17436
PAYMENT,I want assistance seeing the allowed payment options,5338
SHIPPING,"I have got to set a shipping address up, how can I do it?",23866
CONTACT,I try to talk with an assistant,9386
FEEDBACK,I have to make a claim,6943
REFUND,I am waiting for a restitution of {{Currency Symbol}}{{Refund Amount}},26283
PAYMENT,where do I check the accepted payment methods?,5623
INVOICE,I don't know how I could give a quick look at invoice #00108,4027
CANCEL,i do not know how to see the withdrawal penalties,3818
REFUND,where could I see if there is anything new on my refund?,26318
CANCEL,I need help seeing the early termination fee,3266
SUBSCRIPTION,need assistance cancelling my subscription to ur newsletter,17515
PAYMENT,how to see your allowed payment methods?,5042
CONTACT,can ya help me contactsomebody,8918
CANCEL,where could I check the goddamn cancellation charge?,3432
INVOICE,check invoices from {{Person Name}},4726
REFUND,help seeing in what cases can I request to be refudned,6843
REFUND,I am trying to check in what cases can I request a refund,6367
ACCOUNT,help me informing of a problem with signup,21002
INVOICE,i want assistance to downlolad my bill #85632,15187
SUBSCRIPTION,i have got to unsubscrikbe from ur newsletter,17241
CANCEL,want help seeing the early termination fee,3566
FEEDBACK,help me to file a custoer complaint against ur company,7699
CANCEL,I have  to see the early termination fee,3077
CANCEL,can ushow me the cancellation fees,3660
REFUND,I have to see in which cases can I ask to be refunded,6612
PAYMENT,I need assistance to report a trouble with online payments,18649
SUBSCRIPTION,i dont know what i need to do to subscribe to ur newsletter,17846
DELIVERY,do you deliver to {{Delivery City}}?,12661
ACCOUNT,need to update my account can i get some help,14166
INVOICE,how do I look for bill #12588?,4622
REFUND,check how long reinbursements usually take,6331
DELIVERY,wanna see what shipment methods i can choose how do i do it,12854
SHIPPING,i have a problem correcting the address,2060
REFUND,I have to see the current status of my reimbursement,25882
PAYMENT,I don't know how to report an issue with online payments,18324
DELIVERY,can i place an order frim {{Delivery Country}},12893
INVOICE,I don't know what I have to do to see my bill #00108,4300
CONTACT,what do I have to do to call customer service?,8212
ACCOUNT,correct details onGold account,14136
PAYMENT,help me listing the available payment options,5027
CONTACT,i need help seeing what hours i csn call customer service,8673
SHIPPING,can utell me more about modifying my delivery address,2588
PAYMENT,show me ur accepted payment methods,5698
CONTACT,I try to speak with an operator,9259
CANCEL,I have got to check the early exit fee,3892
FEEDBACK,is there an address to submit a review for a product,22494
PAYMENT,what are the payment payment modalities allowed?,5356
REFUND,i dont know how to see ur money back policy,6529
INVOICE,ido not know what i need to do to get the invoice #12588,15148
CONTACT,can you help me speaking to an assistant?,9366
CANCEL,I want assistance to check the early exit penalty,3705
CANCEL,I don't know how to see the early exit charges,3711
ORDER,i do not know what to do to cancel purchase {{Order Number}},555
ORDER,where do i check the ETA of purchase {{Order Number}},25861
FEEDBACK,I try to lodge a customer reclamation,7153
PAYMENT,I need help listing your payment modalities,5648
CONTACT,I don't know what to do to talk to customer service,8660
SUBSCRIPTION,tell me about subscribing to your corporate newsletter,17189
FEEDBACK,I want help to make a customer complaint,7281
CONTACT,help speaking to customer service,8722
SUBSCRIPTION,"I have to subscribe to the newsletter, how do I do it?",17337
ORDER,need help with canceling purchase {{Order Number}},23
DELIVERY,do you shp to {{Delivery City}}?,12794
ORDER,"I need to see purchase {{Order Number}} status, how to do it?",25613
PAYMENT,can you help me to solve issues with online payment?,18288
PAYMENT,how can i inform of an error with payment,18621
FEEDBACK,can i lodge a customer claim againmst ur company,7308
CANCEL,is it possible to check the early termination charges,3287
FEEDBACK,I want assistance to leave feedback about a product,22578
INVOICE,mail me my bill from {{Person Name}},15391
SUBSCRIPTION,I need to subscribe to your newsletter,17103
DELIVERY,how can I see how long it takes for the package to arrive?,13402
REFUND,"I want to check my damn rebate status, how do I do it?",26017
PAYMENT,inform of payment problems,18087
REFUND,I try to see in what cases can I request refunds,6109
PAYMENT,how can I check the payment modalities?,5425
REFUND,help knowing if there is anything new on the restitution,25912
PAYMENT,how can I check what bloody payment options you accept?,5172
SUBSCRIPTION,"I havve to sign up to the newsletter, I need assistance",17668
ORDER,assistance to update purchase {{Order Number}},1876
ORDER,"I need to add a product to purchase {{Order Number}}, help me",1106
SHIPPING,"I want to submit a delivery address, I need assistance",23558
DELIVERY,"I have to check what delivery options are there, help me",12855
ORDER,Iwant assistance canceling order {{Order Number}},871
SUBSCRIPTION,assistance receiving the company newsletter,17185
REFUND,help seeing your money back  policy,6091
SHIPPING,i do not know how to edit my delivery address,2751
SHIPPING,I try to change the delivery address,2339
SUBSCRIPTION,i need help to unsubscribe to the company newsleter,17110
ORDER,want assistance cancelling purchase {{Order Number}},544
FEEDBACK,i have to leave feedback for ur company,22809
DELIVERY,I'mlooking for shipping period can uhelp me find them,13289
FEEDBACK,wanna file a custome complaint,7399
DELIVERY,shipments to {{Delivery Country}},12355
SHIPPING,error editing shipping address,2106
ORDER,"I have to earn some articles, help me",19226
DELIVERY,is it possible to order from {{Delivery City}} ?,11970
DELIVERY,is it possible to place na order from {{Delivery Country}},12211
CANCEL,"I have to check the early exit fees, can you help me?",3896
SHIPPING,where can I get information about changing the address?,2567
CONTACT,how do I check what hours I can call customer assistance ?,8513
PAYMENT,i want help seeing what payment methods uaccept,5017
SHIPPING,I need assistance editing my delivery address,2388
SHIPPING,i have errors modifying my shipping address,2265
CANCEL,I have got to see the cancellation charge,3348
FEEDBACK,assistance filing a customer claim against ur business,7532
PAYMENT,need assistance to see your accepted payment options,5260
CANCEL,how could I check the goddamn termination fee?,3356
REFUND,in what cases can I request reimbursements?,6402
CANCEL,how to see the cancellation penalty,3698
SUBSCRIPTION,help me subscribing to the newsletter,17719
INVOICE,help to give a quick look at my invoice #85632,4648
PAYMENT,can ya  help me notify of a trouble with online payments,18786
REFUND,when am i gonna obtain a reimbursement of money,16494
SUBSCRIPTION,help to subscribe to ur company newsletter,17731
CANCEL,i have to see the early exit epnalty how to do it,3846
FEEDBACK,do you have an e-mail to submit an opinion about a product?,22062
CONTACT,want help to see at what time i can call customer support,8042
INVOICE,see invoices from {{Person Name}},4628
CONTACT,uhave a mail address to get in touch with customer support,8399
FEEDBACK,can you help me make a customer claim?,7367
INVOICE,wanna see my bill from {{Person Name}},4569
CONTACT,I cannot contact a human agent,9623
DELIVERY,I don't know what to do to see how soon can I expect my item,13139
PAYMENT,need help to check ur payment methods,4947
FEEDBACK,is there a method to leave a comment for your products?,22175
CONTACT,I need help calling customer assistance,8282
REFUND,"I have got to see how long refunds take, I need help",6424
ACCOUNT,I want help creating a new damn standard account,9936
FEEDBACK,leave review,22116
REFUND,I need to check in which cases can I ask for a reimbursement,6328
SUBSCRIPTION,see the status of my subscription to ur newsleyter,17015
SUBSCRIPTION,need help signing up to the newsletter,16965
SHIPPING,the secondary shipping address is invalid,23551
ACCOUNT,help me use the {{Account Type}} profile,24360
CANCEL,how can I check the withdrawal charges?,3637
ORDER,"I want to see the status of order {{Order Number}}, I need help",25505
PAYMENT,i want assistance to list ur available payment modalities,5628
FEEDBACK,help me filing a complaint,7352
CANCEL,is it possible to check the bloody early exit fee?,3136
SHIPPING,can ya help me to set the nw shipping address up,23341
CONTACT,awnt assistance talking to an agent,8954
ORDER,where to cancel purchase {{Order Number}},93
DELIVERY,help seeing what damn methods for delivery you offer,12159
SHIPPING,where do I enter my secondary delivery address?,23285
ORDER,I do not know how to order something,19278
SHIPPING,need assistance to set my secondary delivery address up,23461
CANCEL,i need assistance checking the damn cancellation charge,3277
CONTACT,how could I speak to an agent?,9669
CANCEL,I don't know what to do to see the cancellation fee,3912
CONTACT,I want somebody,9144
DELIVERY,can I see how long it usually takes for the item to arrive?,13284
CONTACT,uarent helpful can i chat with somebody,9339
CONTACT,i need assistance to talk with someone,8967
ACCOUNT,create {{Account Category}} account,10134
DELIVERY,is it possible toorder from {{Delivery City}},12016
CONTACT,how to speak with somebody ?,9199
REFUND,need help to see in what cases can I request my money back,6356
ORDER,"I want to add a product to my order, could I get some help?",1270
CANCEL,I want help seeing the withdrawal charges,3496
SHIPPING,i do not know how to set up the deliivery address,23667
PAYMENT,I do not know how I can list the goddamn payment methods,5841
REFUND,I am waiting for a compensation of {{Refund Amount}} dollars,26320
INVOICE,I don't know what to do to downlod bill #12588,15385
CANCEL,"I have to see the early termination charge, can you help me?",3579
CONTACT,what do I have to do to chat with an agent?,9522
SHIPPING,I need supports correcting the shipping address,2349
CANCEL,I need help to check the early termination fee,3262
ACCOUNT,i olst my pin code can ya help me retrieve it,20370
DELIVERY,can ya show me when my purchase is gonna arrive,12992
ORDER,deit purchase {{Order Number}},1309
ORDER,help me checking purchase {{Order Number}} current status,25629
REFUND,i expect a compensation of {{Refund Amount}} dollars was it processed,26775
INVOICE,I don't know what to do to locate the involice #85632,4174
FEEDBACK,I need help to file a customer claim against your business,7673
SHIPPING,need assistance trying to edit my address,2688
DELIVERY,how do i see when will my purchase arrive,13551
INVOICE,how can i give a quick look at the invoice #85632,4763
CONTACT,can ya help me contact an operator,9328
INVOICE,can I download my invoice from {{Person Name}}?,15353
PAYMENT,need help listing the allowed payment modalities,5234
ORDER,canmcel order {{Order Number}},305
SUBSCRIPTION,is it possible to cancel my newsletter subscription?,17574
ACCOUNT,I don't know what I need to do to change to the {{Account Type}} account,24144
SUBSCRIPTION,I am trying to sign up to your newsletter,17632
SUBSCRIPTION,help me to unsubscribe from the company newsletter,17351
INVOICE,mail me bill #37777,15364
SUBSCRIPTION,can uhelp me cancel the corporate newsetter subscription,17492
CANCEL,how can i see the early termination penalties,3509
