class_name,question,id
PAYMENT,can ya  help me notify of a trouble with online payments,18786
DELIVERY,where do i check how soon can i expect the delivery,13688
CONTACT,I try to see what hours I can reach customer assistance,8466
SHIPPING,problem submitting the shipping address,23301
DELIVERY,"I have to see how soon can I expect the item, help me",12906
ORDER,could i delete a item from purchase {{Order Number}},1114
CANCEL,"I need to check the termination charge, how to do it?",3491
CONTACT,I am trying to check what hours I can reach customer support,8341
REFUND,can I see in what situations can I request to be reimbursed?,6173
FEEDBACK,help me lodging a customer complaint against your business,7818
CONTACT,want help to see at what time i can call customer support,8042
DELIVERY,I need to see how soon can I expect my shipment,13411
REFUND,i do not know how i can ask for rebates,16459
DELIVERY,where to see when my order is gonna arrive,13147
FEEDBACK,need to leave feedback for a product,22685
CONTACT,what do I have to do to contact a person?,9679
FEEDBACK,I try to lodge a customer reclamation,7153
INVOICE,i need help looking for my invoice #85632,4767
DELIVERY,I need assistance to see what shipment options you offer,12808
SHIPPING,can you help me to correct my address?,2760
CANCEL,can uhelp me ot check the goddamn early exit penalties,3725
CONTACT,"I would like to call customer service, how to do it?",8469
SHIPPING,i want assistance to set up the new delivery address,23670
ACCOUNT,i try to create a damn {{Account Category}} account,10006
CONTACT,"I have got to talk with customer service, can you help me?",8828
FEEDBACK,"the experience with you was awful, file a customer complaint",7469
REFUND,i expect a reimbursxement of {{Currency Symbol}}{{Refund Amount}},25987
FEEDBACK,how do I lodge a damn consumer reclamation?,7170
SUBSCRIPTION,how can i find information about my newsletter subscription,17842
ACCOUNT,change to {{Account Type}} acount,23897
ORDER,help me to buy some products,19344
CONTACT,help speaking to customer service,8722
FEEDBACK,I try to submit some feedback about your company,22841
PAYMENT,i want help seeing what payment methods uaccept,5017
CANCEL,assistance to check the early exit penalty,3046
ORDER,want assistance to remove some items from order {{Order Number}},1022
INVOICE,I want help taking a quick look at bill #85632,4356
ORDER,I need help cancelling order {{Order Number}},229
FEEDBACK,assistance to make a customer claim agaisnt ur organization,7565
FEEDBACK,lodge customer complaint against your business,7594
ORDER,how can I cancel purchase {{Order Number}}?,568
DELIVERY,d uship to {{Delivery City}},12535
CANCEL,can you help me see the withdrawal penalty?,3816
ORDER,would you give me information about cancelling orders?,166
ORDER,i dont wat order {{Order Number}} cancel it,831
CANCEL,want help seeing thecancellation fees,3312
ORDER,want help cancelling purchase {{Order Number}},929
ORDER,i do not know how i can cancel purchase {{Order Number}},33
FEEDBACK,can you help me tyo send my feedback for a service?,22438
ACCOUNT,problem with {{Account Type}} account terminations,11010
FEEDBACK,i dont know what to do to submit feedback about a service,22489
CANCEL,ened assistance to see the termination penalties,3535
PAYMENT,"I can't pay, help to inform of issues with payment",18553
ACCOUNT,update details on {{Account Type}} account,13941
DELIVERY,need assistanmce checking how soon can I expect the package,13840
INVOICE,I want to download my invoice from {{Person Name}},14952
FEEDBACK,i dont know what to do to fgile a consumer claim,7221
ORDER,I am trying to edit orde {{Order Number}},1832
CONTACT,I don't know what I need to do to contact an operator,9060
SUBSCRIPTION,can you help me sign up to the company newsletter?,17498
PAYMENT,can ya help me to notify of an error with online payment,18327
DELIVERY,I want assistance to check the methods for delivery,12466
ACCOUNT,help me reset my user pwd,20245
CONTACT,i need assistance to talk with somelne,9021
CONTACT,I don't know what to do to talk to customer service,8660
SUBSCRIPTION,i want assistance cancelling the newsletter subscription,17094
CANCEL,is it possible to see the withdrawal charges?,3088
INVOICE,I don't know what to do ti see my invoice from {{Person Name}},4329
PAYMENT,need to see ur payment methods,5224
ACCOUNT,can uhelp me retrieving my account pin,20134
PAYMENT,where can I report errors with payments?,18257
REFUND,what do i need to do to ask for a rebate of money,16668
ORDER,"I have to acquire a bloody item, I need assistance",19257
ORDER,how do i change an item of order {{Order Number}},1805
DELIVERY,can you show me how long it takes for the article to arrive?,13771
PAYMENT,how can I check the payment modalities?,5425
ORDER,can uhelp me cancelliung order {{Order Number}},862
SHIPPING,help me entering a secondary delivery address,22970
CANCEL,i cannot find the cancellation fees,3586
ACCOUNT,create gold accountfor wife,10655
CONTACT,I don't know how to speak with a humnan agent,9426
FEEDBACK,I want to leave feedback about your services,22155
ORDER,I don't know how to shop some of your item,19652
FEEDBACK,I'm  calling to make a claim against ur company,6963
DELIVERY,i want help to see when will my packag arrive,13886
SUBSCRIPTION,can you help me receiving the company newsletter?,16939
CANCEL,want assistance to checkthe termination penalty,3254
REFUND,want help to obtain a compensation of money,16437
DELIVERY,can i check how soon can i expect my delivery,13203
CANCEL,i do not know what to do to check the cancellation fees,3656
DELIVERY,tell me more about shipping period,13087
PAYMENT,i want help reporting an issue with online payments,18712
REFUND,can you help me seeing in what cases can I request a refund?,6111
DELIVERY,I am calling to see what shipment methods are there,12419
ACCOUNT,close {{Account Category}} account,11806
FEEDBACK,were can i submit some feedback for a product,22150
SUBSCRIPTION,tell me about cancel the corporate newsletter subscription,17761
ORDER,help me adding several articles to purchase {{Order Number}},1714
FEEDBACK,I want assistance to make a customer reclamation,7230
INVOICE,help to check my invoice #12588,4432
PAYMENT,I do not know how I can list the goddamn payment methods,5841
SHIPPING,"I entered a wrong address, will you help me update it?",2095
SHIPPING,I have problems setting up a secondary delivery address,23449
ORDER,I can't see order {{Order Number}} status,24980
PAYMENT,could you help me listing the allowed payment modalities?,5151
ORDER,problems with correcting order {{Order Number}},1564
ACCOUNT,I have a question about opening freemium accounts,10146
INVOICE,send me my invoice from {{Person Name}},15654
REFUND,I am trying to check my rebate status,26711
SHIPPING,"my address has changed, I need help modifying it",2710
ACCOUNT,I want information about opening {{Account Category}} accounts,10474
INVOICE,"I want to get my invoice from {{Person Name}}, I need help",15854
ORDER,i cannot see the eta of the order {{Order Number}},25290
FEEDBACK,would it be possible to file a damn customer reclamation?,7819
SUBSCRIPTION,assistance to unsubscribe from your corporate newsletter,17443
ACCOUNT,help me to open a {{Account Category}} account for my daughter,10538
SHIPPING,i have errors setting the secondary shipping address up,23418
SUBSCRIPTION,tell me about cancel the newsletter subscription,17720
ACCOUNT,editing freemium  account,14758
REFUND,i have to see in which cases can i askfor my money back,6428
DELIVERY,assistance to check when will my package arrive,13704
SUBSCRIPTION,need help signing up to the newsletter,16965
INVOICE,how can i locate invoice #12588,4689
INVOICE,help me checking my bill from {{Person Name}},4130
SUBSCRIPTION,help me receive your newsletter,17272
INVOICE,what do i have to do to check my invoice from {{Person Name}},4260
PAYMENT,I need assistance listing the available payment methods,5805
CONTACT,I want help speaking to a person,9397
FEEDBACK,do you have a section to leave a comment for your company?,22019
FEEDBACK,is it possible to lodge a complaint,7330
REFUND,help to get my money back,16631
ORDER,I can't afford order {{Order Number}},461
SHIPPING,problems setting a new delivery address up,23117
REFUND,could you help me receiving compensations of my money?,16648
CANCEL,how to see the cancellation penalty,3698
SHIPPING,want help to submit another shipping address,23793
PAYMENT,help me seeing your accepted payment methods,5588
SHIPPING,I try to set  up my goddamn shipping address,22893
ACCOUNT,"I haven't signed up, I try to create a freemium account",10676
PAYMENT,assistance to solve an issue with online payment,18393
CONTACT,I do not know what I have to do to contact an assistant,9911
SUBSCRIPTION,company newsletter subscription,17343
CONTACT,assistance to see what hours i can call customer service,8266
FEEDBACK,I'm calling to lodge a compaint,7219
SUBSCRIPTION,help to sign up to your company newsleyter,17494
SHIPPING,I cannotsubmit my shipping address,23141
CANCEL,I don't know what I need to do to see the termination fees,3806
DELIVERY,"I need to see what shipment options are available, help me",12316
INVOICE,I don't know what I have to do to see my bill #00108,4300
CANCEL,I need assistance to check the termination charges,3678
CANCEL,what is the fee for breaking the contract,3243
ORDER,i want assistance to buy a few of ur article,19732
CONTACT,uhave a free number to get in touch with customer assistance,8837
PAYMENT,"I cannot make a transfer, notify of payment issues",18650
ACCOUNT,"I forgot the PIN of my user, I need help to retrieve it",20207
INVOICE,I want to download the damn invoices from {{Person Name}},14932
SUBSCRIPTION,how to cancel the subscription to your corporate newsletter?,17207
INVOICE,I have to locate my invoice #37777,3974
REFUND,i dont know how to receive a refund of my money,16761
REFUND,"I have to see in what cases can I request refunds, help me",6706
CANCEL,seeing cancellation fees,3650
DELIVERY,can you help me checking what shipping options I have?,12210
REFUND,I am trying to see in which cases can I ask to be refunded,6041
CANCEL,what is the fee for cancelling the contract?,3325
DELIVERY,where to see what delivery options uoffer,12247
ORDER,can uhelp me swappping a product of purchase {{Order Number}},1717
PAYMENT,I want assistance solving a trouble with payments,18076
CANCEL,I want assistance seeing the early termination fee,3717
CANCEL,"I have to check the withdrawal fee, can you help me?",3904
ACCOUNT,create {{Account Category}} account,10134
ORDER,I'm rtying to cancel order {{Order Number}},676
ACCOUNT,update information on {{Account Category}} account,14516
ORDER,help me to add some articles to purchase {{Order Number}},1586
SUBSCRIPTION,I need help cancelling my company newsletter subscription,17465
SUBSCRIPTION,help me to unsubscribe to your newsletter,17489
FEEDBACK,can I leave some feedback about a product?,22416
SHIPPING,"I need to set a secondary delivery address up, help me",23178
ORDER,help me to buy several of ur article,19070
PAYMENT,need help to see ur available payment methods,5763
INVOICE,chck bill from {{Person Name}},4172
DELIVERY,I call to check how soon can I expect the item,13160
FEEDBACK,do you have a method to submit a review for your services?,21938
FEEDBACK,i do not know what to do to lodge a customer reclamation,7828
FEEDBACK,can I send some feedback for a service?,22083
CANCEL,where can I see the withdrawal fees?,3787
REFUND,I do not know how I can obtain rebates of my money,16543
REFUND,I do not know how I can request refunds of money,16154
PAYMENT,how to repoft troubles with online payment,18072
SHIPPING,"I have got to submit a shipping address, help me",23653
REFUND,assistance to check ur refund pollicy,6215
CANCEL,help me to check the termination charges,3559
DELIVERY,how can i get information about the options for delivery,11961
DELIVERY,can i order from {{Delivery City}},12369
SUBSCRIPTION,tell me about canceling the subscription to the newsletter,17213
CONTACT,I need help to talk with a human agent,9112
SHIPPING,there are issues trying to edit the shipping address,2293
SUBSCRIPTION,how to cancel the subscription to ur company newsletter,17156
ACCOUNT,i have problems with a forgotten password,20606
FEEDBACK,I do not know how to write a comment about your services,22208
CONTACT,I don't know what I need to do to contact customer service,8147
INVOICE,I have got to get my bill from {{Person Name}},15617
INVOICE,help me download my invoice #12588,15033
INVOICE,wanna see my bill from {{Person Name}},4569
INVOICE,I need assistance to dfownload my invoice #37777,15382
ORDER,"I can't pay for this item, cancel order {{Order Number}}",410
ACCOUNT,correct data on {{Account Category}} account,14224
CONTACT,i have to call customer assistance how to do ti,7943
INVOICE,help to get my bills from {{Person Name}},15133
SUBSCRIPTION,I am trying to sign up to your newsletter,17632
FEEDBACK,assistance filing a customer claim against ur business,7532
REFUND,how can I ask for a compensation of money?,16320
INVOICE,I do not know how I can download the bill #12588,15589
CANCEL,how can i ese the cancellation penalties,3278
SUBSCRIPTION,tell me about the subscription to the corporate newsletter,17437
CONTACT,I need help speaking to an agent,9148
CONTACT,"I want to talk with fucking customer support, help me",8688
INVOICE,I do not know what to do to download my invoice #37777,15793
FEEDBACK,help me submitting some feedback for your products,22230
PAYMENT,how can I inform of a trouble with payments?,18449
ORDER,I nee assistance to cancel purchase {{Order Number}},594
ACCOUNT,i need assistance changing to the {{Account Type}} account,24692
CANCEL,check cancellation fee,3897
FEEDBACK,ya have a method to send a comment about a product,22172
ORDER,how can i purchase some of ur product,19025
REFUND,help me  to see in what situations can I ask for a refund,5984
FEEDBACK,I'm trying to submit some feedback about a service,22358
FEEDBACK,I need help making a reclamation,7421
REFUND,I need to check in which cases can I ask for a reimbursement,6328
DELIVERY,assistance seeing what shipment options are available,12724
ACCOUNT,"I need to open a new fucking standard account, help me",10794
SUBSCRIPTION,how to subscribe to the newsletter?,17411
ORDER,where can i acquire an few of ur article,19093
INVOICE,give a quick look at the invoice #12588,4400
SUBSCRIPTION,i do not know how i can receive ur corporate newsletter,17428
SUBSCRIPTION,I try to see the status of my newsletter subscription,17694
CONTACT,i need help seeing what hours customer support available is,7963
ORDER,I need to add some articles to purchase {{Order Number}},1034
ACCOUNT,i do not have a {{Account Type}} account ned help creating one,10141
INVOICE,how do I look for bill #12588?,4622
SHIPPING,"I submitted a wrong address by mistake, could I update it?",2937
SUBSCRIPTION,I want help to unsubscribe to your company newsletter,17848
CONTACT,help me to call customer support,8308
ACCOUNT,"I can't register, inform of signup problems",21440
ORDER,I want help to change purchase {{Order Number}},1448
SUBSCRIPTION,wanna know about cancelling the newsletter subscription,16920
PAYMENT,how do I report a problem with payments?,18722
FEEDBACK,leave review,22116
ORDER,assistance to delete something from purcahse {{Order Number}},1221
FEEDBACK,I want help to send my feedback about your services,22353
REFUND,I'm trying to obtain a rebat of money,16075
SUBSCRIPTION,I am trying to cancel my corporate newsletter subscription,16962
FEEDBACK,I need help leaving my fucking feedback about a product,22379
FEEDBACK,how could I lodge a reclamation?,7706
ACCOUNT,correct details onGold account,14136
ORDER,could I update order {{Order Number}}?,1096
CANCEL,I try to see the termination fee,3056
SHIPPING,need assistance to set my secondary delivery address up,23461
CANCEL,will you show me the early exit charges?,3249
CANCEL,help checking theearly exit charge,3880
INVOICE,I want assistance locating my invoices from {{Person Name}},4157
INVOICE,I want assistance checking my invoice #37777,4710
DELIVERY,how to see what delivery options you offer?,12657
CONTACT,help checking what hours I can contact customer assistance,8908
INVOICE,send me bill from {{Person Name}},15411
INVOICE,I'd like to get the bill from {{Person Name}} how to od it,15293
SUBSCRIPTION,help me to unsubscribe from the company newsletter,17351
CONTACT,help me seeing what hours I can call customer service,8352
SUBSCRIPTION,help me subscribing to the newsletter,17719
DELIVERY,can i place an order frim {{Delivery Country}},12203
REFUND,help to check the compensation current status,26855
SHIPPING,can i submit my new delivery address,23131
SUBSCRIPTION,how can I sign up to your corporate nnewsletter?,17005
DELIVERY,do you deliver to {{Delivery City}}?,12661
INVOICE,i want aswsistance taking a quick look at the invoice #85632,4588
CANCEL,i have to see the early exit epnalty how to do it,3846
DELIVERY,i need help to check how soon can i expect the order,13178
INVOICE,i do not know what i have to do to get my invoice #85632,15763
ORDER,help me checking purchase {{Order Number}} current status,25629
ORDER,"I bought some article, help canceling order {{Order Number}}",298
SUBSCRIPTION,assistance seeing the status of my newsletter subscription,16954
ORDER,can I swap some items of purchase {{Order Number}}?,1509
REFUND,I'm waiting for a compensation of {{Refund Amount}} dollars,26006
FEEDBACK,I want to file a consumer claim against your business,7168
CONTACT,how do I talk with somebody?,9872
CANCEL,can you show me the early termination fee?,3604
ORDER,I have a question about correcting order {{Order Number}},1027
SUBSCRIPTION,help me  subscribe to your newsletter,17471
ORDER,I do not know how to earn several of your item,19750
FEEDBACK,I want help filing a customer complaint,7396
CANCEL,help me check the cancellation charge,3823
FEEDBACK,can uhelp me leave a damn review for a service,22171
FEEDBACK,how to leave an opinion for ur products,21925
ACCOUNT,i need assistance restoring my pin,20581
ORDER,help me to change a product of purchase {{Order Number}},1461
INVOICE,i need assistance downloading the bill from {{Person Name}},15324
SUBSCRIPTION,find information about my subscription to ur newsletter,16924
DELIVERY,i need assistance checking how soon can i expect my product,13173
FEEDBACK,help me file a claim agazinst ur company,7876
SUBSCRIPTION,wanna nusubscribe from the company newsletter,17830
ACCOUNT,assistance using the freemium profile,24635
CANCEL,withrdawal penalty,3349
INVOICE,I don't know what to do to get my bills from {{Person Name}},15829
INVOICE,where can I give a quick look at invoice #37777?,4169
SUBSCRIPTION,assistance subscribing to your newsletter,17320
INVOICE,I have got to look for my fucking invoices from {{Person Name}},4155
ORDER,"I can no longer afford order {{Order Number}}, help me cancel it",109
DELIVERY,I'mlooking for shipping period can uhelp me find them,13289
REFUND,want help to see the restitution status,26012
INVOICE,help me download the invoice #12588,15192
ORDER,remove item from order {{Order Number}},1003
ORDER,order a few of your article,19539
CANCEL,help checking the early exit charges,3449
CONTACT,I have to contact an operator,9345
ACCOUNT,delete gold acvount,11463
SUBSCRIPTION,where do i receive ur company newsletter,17539
CONTACT,i want help speaking to customer support,8448
INVOICE,how to locate my bill #12588?,3967
INVOICE,mail me bill #37777,15364
SUBSCRIPTION,I need help to cancel my newsletter subscription,17787
CONTACT,I don't know what to doto speak to someone,9808
REFUND,check refund status,26009
SUBSCRIPTION,can I receive the company newsletter?,17557
FEEDBACK,i wabt assistance to send my feedback for a service,22527
REFUND,help me see in what cases can I request to be reimbursed,6759
DELIVERY,need help to see when my product is gonna arrive,13030
SUBSCRIPTION,want help receiving your company newsletter,17053
DELIVERY,i want assistance to check how soon can i expect my item,12957
SHIPPING,can you tell me more about changing the address?,2064
CONTACT,wanna contact damn customer service i need help,8659
DELIVERY,I don't know how to see when my item is going to arrive,13636
FEEDBACK,need help to make a complaint against ur company,7161
INVOICE,I don't know how I can check my bill #37777,4234
DELIVERY,where can I see how long the shipment takes?,13477
ORDER,showing me estimated time of arrival of purchase {{Order Number}},24916
DELIVERY,i need assistance seeing when will my package arrive,13858
CANCEL,I do not know how to see the early termination charge,3494
FEEDBACK,I need help to file a customer claim against your business,7673
ACCOUNT,how do I change to the standard account?,24853
CONTACT,what do I have to do to talk with an agent?,9579
CONTACT,i want help talking to an operator,9903
SHIPPING,can you help me setting up the new shipping address?,23639
PAYMENT,want help solving issues with online payment,18459
PAYMENT,how t see the allowed payment methods,5569
FEEDBACK,where do i file an customer claim against ur business,7151
SHIPPING,I need supports correcting the shipping address,2349
SUBSCRIPTION,ya have newsletter,16981
DELIVERY,can I place an order from {{Delivery City}}?,11934
REFUND,"I paid {{Currency Symbol}}{{Refund Amount}} for this item, help me receiving a compensation",16122
ACCOUNT,help using the {{Account Type}} profile,24059
INVOICE,getting invoice from {{Person Name}},15526
ACCOUNT,"I would like to close my standard account, can you help me?",11398
SUBSCRIPTION,"I want to unsubscribe to your newsletter, I need help",17421
SHIPPING,I have a trouble trying to change my delivery address,2130
DELIVERY,is it possible to order from {{Delivery Country}}?,12255
REFUND,i try to see ur reimbursement policy,5980
PAYMENT,i canr pay can ya help me report issues with online payment,18559
REFUND,I don't know how I can ask for restitutions of my money,15935
REFUND,I expect a refund of {{Refund Amount}} dollars,25875
ACCOUNT,modifying details on platinum account,14014
REFUND,I have to check in what situations can I request a refund,6113
SUBSCRIPTION,i do not know how i can  sign up to ur company newsletter,17793
CONTACT,"I don't understand you, can you help me talk with an agent?",9203
INVOICE,"I lost my bill from {{Person Name}}, will you show it to me?",4165
INVOICE,get ibll #12588,15507
FEEDBACK,i call to write a comment for ur products,22750
INVOICE,see invoicefrom {{Person Name}},4598
ACCOUNT,have problems with creating a freemium account,10451
SUBSCRIPTION,I have got to cancel my company damn newsletter subscription,17529
CONTACT,"I have to talk to an assistant, help me",9384
ACCOUNT,where can i report a sign-up issue,21537
FEEDBACK,can you help me write a comment about your products?,22277
FEEDBACK,I want help to file a consumer reclamation,7618
CONTACT,i do not know what to do to talk with an operator,9084
REFUND,check how long reinbursements usually take,6331
ACCOUNT,I have got to modify my personal info,14877
CONTACT,I don't know how to contact an agent,9346
PAYMENT,I need help to see the accepted paayment options,5128
CONTACT,assistance to see what hours i can contact customersupport,8746
CANCEL,see early exit penalties,3027
DELIVERY,i want assistance seeing howlong the shipment takes,13467
ORDER,order  {{Order Number}} status,25459
SUBSCRIPTION,need help to receive ur company newsletter,16991
PAYMENT,what are ur available payment methods,5157
PAYMENT,I need assistamce to inform of a payment issue,18446
INVOICE,I need assistance downloading the invoice from {{Person Name}},15390
INVOICE,can you help me to locate the invoice from {{Person Name}}?,4823
REFUND,reimbursing {{Currency Symbol}}{{Refund Amount}},16713
CANCEL,where can I see the withdrawal charges?,3857
PAYMENT,i need help to solve problems with online payment,18126
FEEDBACK,where could I send some feedback about a service?,22165
SUBSCRIPTION,I can't subscribe to the newsletter,17765
DELIVERY,deliveries to {{Delivery City}},12453
ACCOUNT,i dont know how i could inform of an error with signup,21193
DELIVERY,I want help to check how soon can I expect my package,13334
PAYMENT,list your accepted payment options,5286
PAYMENT,I have to list your goddamn available payment modalities,5511
SUBSCRIPTION,"I have got to unsubscribe to the newsletter, how do I do it?",17832
ORDER,add something to order {{Order Number}},1071
REFUND,check under which circumstances can I ask for refunds,6875
FEEDBACK,"my experience with you was too bad, lodge a complaint",7660
DELIVERY,can I check when will my purchase arrive?,13223
SUBSCRIPTION,i need assistance to sign up to ur company newsletter,17605
CONTACT,I don't know what I haveto do to speak with customer service,8421
DELIVERY,I need assistance seeing how soon can I expect the package,13374
DELIVERY,help me to see how soon can I expect the shipment,13189
PAYMENT,I want help notifying of an error with online payment,18711
SUBSCRIPTION,help me signing up to the newsletter,17602
DELIVERY,can you help me checking when will my product arrive?,13579
INVOICE,need help to give a quick look at the invoice #85632,4371
ACCOUNT,what do i have to do to delete the {{Account Category}} account,11132
INVOICE,need hepl looking for my invoices from {{Person Name}},4312
INVOICE,i want help downloading the bill #85632,15131
ORDER,i have a question about cancelling order {{Order Number}},903
ACCOUNT,I am trying to report signup problems,20896
INVOICE,need help getting the invoices from {{Person Name}},14903
CONTACT,assistance checking what hours I can call customer service,8800
ACCOUNT,is it possible to inform of an error with registrations,21551
REFUND,can you help me asking for rebates of my money?,16091
FEEDBACK,I try to make a consumer reclamation,7297
PAYMENT,I want assistance to notify of troubles with payments,18182
CONTACT,help to speak with customer support,8151
SHIPPING,i have problems changing my shipping addresw,2689
CONTACT,is it possible to talk to customer assistance ?,8507
SHIPPING,I want help setting up my delivery address,22899
PAYMENT,assistance to check what payment methods you accept,5130
DELIVERY,where do i see how soon can i expect my shipment,13811
SUBSCRIPTION,I want help to unsubscribe to the company newsletter,16961
INVOICE,i lost my invoices from {{Person Name}} could ufind it for me,4500
ORDER,I'm trying to check the eta of purchase {{Order Number}},25547
SHIPPING,support coprrecting the address,2018
SUBSCRIPTION,wanna know about the subscription to the company newsletter,17034
INVOICE,where to download my bills from {{Person Name}}?,15188
SHIPPING,there are issues setting a shipping address up,23801
PAYMENT,how to inform of a payment error?,18012
ACCOUNT,i have got to retrieve the pwd of my user account,20570
FEEDBACK,where to leave feedback for a service?,22542
ACCOUNT,i dont know what to do to notify of an issue with a sign-up,21585
SUBSCRIPTION,"I have got to unsubscribe to your newsletter, help me",17675
CONTACT,where do i cherck at what time i can call customer service,8441
CANCEL,"I nede to see the early exit fees, how can I do it?",3682
ORDER,"I missed an item in purchase {{Order Number}}, could you add it?",1228
REFUND,"I paid {{Currency Symbol}}{{Refund Amount}} for these articles, where do I obtain a rebate?",16787
SHIPPING,help trying to edit my delivery address,2550
CANCEL,i need assistance to check the cancellation fee,2999
CONTACT,"I don't want to chat with a bot, transfer to me someone",9106
SHIPPING,set new shipping address up,23792
DELIVERY,is it possible toorder from {{Delivery City}},12016
SHIPPING,i do not know what i need to do to correct my address,2538
CONTACT,awnt assistance talking to an agent,8954
SUBSCRIPTION,give me information about signing up to your newsletter,17434
SHIPPING,assistance setting another delivery address up,23311
SUBSCRIPTION,information about cancel the sbscription to the newsletter,17436
ORDER,I do not know what I need to do to purchase several items,19811
DELIVERY,do you deliver to {{Delivery Country}}?,12272
CONTACT,"I have to talk with customer support, I need help",8396
FEEDBACK,wanna make a consumer reclamation against ur company,7452
SUBSCRIPTION,I need help to subscribe to your newsletter,17359
DELIVERY,I need help seeing what shipment methods are there,12507
ACCOUNT,information about the termination of my {{Account Category}} account,11157
INVOICE,download bill from {{Person Name}},15331
CANCEL,I need help checking the early exit fee,3625
PAYMENT,I want assistance to list your payment modalities,5312
CANCEL,assistance checking the early exit fee,3703
CANCEL,i want assistance checking the termination penalties,3648
PAYMENT,can you tell me what payment options are available?,5155
CONTACT,how can i speakto customer assistance,8565
CONTACT,assistance to talk to customer service,8496
CONTACT,i need assistance to speak with a live agent,9632
CONTACT,help to get in touch with customer support,8629
SUBSCRIPTION,I cannot cancel the corporate newsletter subscrition,17483
ORDER,i dont know how  to purchase several products,18993
CANCEL,"I have to see the early termination charge, can you help me?",3579
ACCOUNT,edit data on freemium account,14064
SHIPPING,I need assistance editing my delivery address,2388
INVOICE,is it possible to locate my damn bill from {{Person Name}}?,4912
FEEDBACK,product review,22335
ACCOUNT,create {{Account Type}} account,10314
ORDER,i cant add an article to order {{Order Number}},1973
SUBSCRIPTION,where to sign up to the newsleter,17172
CANCEL,"I can't find the early exit penalty, will you help me?",3754
PAYMENT,where can I list your accepted payment options?,5329
ACCOUNT,where to inform of a sign-up error?,21530
REFUND,i want assistance obtaining a compensation of money,16719
SHIPPING,supports editing the address,2514
CONTACT,can yahelp me contacting customer support,8023
FEEDBACK,need to submit my feedback for a service can uhelp me,21889
CANCEL,can ya help me see the early termination fee,3581
DELIVERY,where to see hwen my delivery is going to arrive?,13520
ORDER,I do not know what I need to do to acquire several products,19754
DELIVERY,is it possible to place na order from {{Delivery Country}},12211
SHIPPING,i have got toedit the address,2378
INVOICE,need assistance to find the fucking invoices from {{Person Name}},4334
DELIVERY,is it possible to order from {{Delivery Country}}?,12161
SHIPPING,I need assistance to enter the new shipping address,23115
REFUND,help me to check the status of the restitution,26344
PAYMENT,I need assistance to inform of a payment issue,18385
CANCEL,I need help to check the early exit penalty,3526
ACCOUNT,recover the PIN code of my account,20485
CONTACT,what do i need to do to talk to someone,9048
DELIVERY,shipments to {{Delivery Country}},12355
CONTACT,how can I see what hours I cn contact customer support?,8393
FEEDBACK,can i lodge a customer claim againmst ur company,7308
FEEDBACK,"I am very unhappy with your service, I try to lodge a claim",7336
SUBSCRIPTION,I want to unsubscribe from the newsletter,17408
INVOICE,where do I download the invoices from {{Person Name}}?,15146
SHIPPING,where can I get information about changing the address?,2567
SHIPPING,where to edit my delivery address?,2625
SHIPPING,i do not know how to set up the deliivery address,23667
CONTACT,help me see what hhours I can call customer assistance,8296
ACCOUNT,changing information on {{Account Type}} account,14317
SHIPPING,I'm trying to correct my shipping address,2632
CONTACT,"you are not helpful, can you help me to speak to someone?",9185
FEEDBACK,I want assistance to leave some feedback for your products,22856
SUBSCRIPTION,I want help unsubscribing from the newsletter,17615
REFUND,i dont know what i need to do to see ur reimbursement policy,6567
ACCOUNT,open {{Account Category}} account for wife,10466
CONTACT,"you aren't helpful at all, help me speaking to a person",9389
ACCOUNT,i do not know what to do to create a gold account,10725
REFUND,I need to check the current status of the reimbursement,26831
INVOICE,I don't know what I need to do to look forthe invoice #12588,4663
FEEDBACK,can you help me write a comment for your products?,22232
SHIPPING,i dont know what to do to set up my shipping address,23367
REFUND,I am trying to check in what cases can I request a refund,6367
DELIVERY,wanna see what delivery options are there i need help,12334
CONTACT,I try to see at what time customer support available is,8126
DELIVERY,can ya hepl me see when will my item arrive,13435
REFUND,assistance checking in which cases can i ask to be refunded,6438
REFUND,how to see the status of my restitution?,26473
REFUND,i have to see ur refund policy will ya herlp me,6673
DELIVERY,do you ship to {{Delivery City}}?,11975
ACCOUNT,can you help me create a {{Account Type}} account?,10259
INVOICE,need help downloading the invoices from {{Person Name}},14928
CANCEL,can i sde the termination fee,3825
INVOICE,getting invoice #12588,15679
SHIPPING,need help to set my delivery address up,23326
INVOICE,I do not know how to get my invoices from {{Person Name}},15170
CANCEL,what are the fees for canceling the contract?,3635
DELIVERY,do ya ship to {{Delivery Country}},12319
SHIPPING,i need help setting up my new delivery address,23538
